"","ASSAULT","BATTERY","HOMICIDE","ROBBERY"
"2013-09-25",60,134,1,39
"2013-09-26",60,126,3,32
"2013-09-27",66,161,1,45
"2013-09-28",54,180,0,46
"2013-09-29",39,176,2,36
"2013-09-30",45,140,2,39
"2013-10-01",69,160,1,44
"2013-10-02",68,169,0,28
"2013-10-03",49,156,0,32
"2013-10-04",65,156,2,31
"2013-10-05",48,209,2,29
"2013-10-06",41,155,1,28
"2013-10-07",50,133,0,29
"2013-10-08",55,129,2,34
"2013-10-09",56,132,6,28
"2013-10-10",53,134,1,24
"2013-10-11",47,159,1,27
"2013-10-12",49,147,0,41
"2013-10-13",43,168,1,27
"2013-10-14",44,121,1,29
"2013-10-15",40,117,0,37
"2013-10-16",43,109,3,38
"2013-10-17",36,110,1,25
"2013-10-18",41,134,0,30
"2013-10-19",47,169,0,23
"2013-10-20",47,185,0,36
"2013-10-21",40,128,1,24
"2013-10-22",44,108,0,32
"2013-10-23",40,111,0,34
"2013-10-24",51,123,0,27
"2013-10-25",40,136,0,34
"2013-10-26",37,148,2,34
"2013-10-27",39,180,2,37
"2013-10-28",51,139,3,27
"2013-10-29",59,134,1,48
"2013-10-30",67,129,0,38
"2013-10-31",52,165,2,39
"2013-11-01",48,148,1,48
"2013-11-02",47,149,4,30
"2013-11-03",57,147,2,33
"2013-11-04",55,137,1,33
"2013-11-05",40,134,0,22
"2013-11-06",38,117,3,30
"2013-11-07",45,117,0,27
"2013-11-08",47,122,0,33
"2013-11-09",44,143,0,29
"2013-11-10",42,161,0,24
"2013-11-11",38,84,2,35
"2013-11-12",28,93,2,21
"2013-11-13",37,88,1,47
"2013-11-14",39,109,2,28
"2013-11-15",54,134,1,34
"2013-11-16",47,136,0,33
"2013-11-17",22,174,0,33
"2013-11-18",52,126,2,29
"2013-11-19",52,118,0,33
"2013-11-20",54,137,0,43
"2013-11-21",48,137,1,45
"2013-11-22",38,130,0,20
"2013-11-23",32,141,2,23
"2013-11-24",25,124,0,18
"2013-11-25",27,107,1,19
"2013-11-26",41,118,0,37
"2013-11-27",36,86,1,22
"2013-11-28",30,134,1,25
"2013-11-29",50,101,0,40
"2013-11-30",41,117,1,34
"2013-12-01",45,147,2,28
"2013-12-02",55,123,2,35
"2013-12-03",49,125,1,36
"2013-12-04",47,101,0,40
"2013-12-05",49,125,0,33
"2013-12-06",43,119,0,33
"2013-12-07",40,109,0,23
"2013-12-08",34,121,2,23
"2013-12-09",33,92,0,29
"2013-12-10",33,107,2,27
"2013-12-11",30,102,1,29
"2013-12-12",37,95,2,27
"2013-12-13",41,131,0,34
"2013-12-14",39,106,2,39
"2013-12-15",31,141,2,30
"2013-12-16",33,106,0,41
"2013-12-17",46,121,0,36
"2013-12-18",41,131,2,48
"2013-12-19",36,130,5,40
"2013-12-20",42,109,1,59
"2013-12-21",31,135,3,46
"2013-12-22",39,151,0,41
"2013-12-23",24,93,3,32
"2013-12-24",20,87,0,28
"2013-12-25",33,129,2,24
"2013-12-26",33,104,2,33
"2013-12-27",25,101,1,32
"2013-12-28",41,126,1,39
"2013-12-29",45,172,0,39
"2013-12-30",22,111,1,35
"2013-12-31",25,90,1,36
"2014-01-01",33,231,0,31
"2014-01-02",24,79,0,29
"2014-01-03",24,86,1,27
"2014-01-04",32,118,0,24
"2014-01-05",28,90,1,19
"2014-01-06",20,59,1,11
"2014-01-07",20,72,0,21
"2014-01-08",30,88,1,21
"2014-01-09",25,96,0,30
"2014-01-10",32,107,0,24
"2014-01-11",49,117,0,31
"2014-01-12",39,150,1,16
"2014-01-13",42,112,0,32
"2014-01-14",47,102,0,27
"2014-01-15",39,132,2,25
"2014-01-16",40,110,1,25
"2014-01-17",27,122,2,24
"2014-01-18",29,114,1,28
"2014-01-19",33,135,2,22
"2014-01-20",32,107,0,32
"2014-01-21",46,75,1,26
"2014-01-22",37,103,2,28
"2014-01-23",43,101,0,25
"2014-01-24",25,87,0,34
"2014-01-25",33,134,2,26
"2014-01-26",37,123,1,20
"2014-01-27",23,93,0,19
"2014-01-28",23,81,0,32
"2014-01-29",48,106,1,35
"2014-01-30",36,101,0,25
"2014-01-31",41,105,0,29
"2014-02-01",42,130,1,37
"2014-02-02",26,150,0,23
"2014-02-03",41,125,0,21
"2014-02-04",39,83,2,17
"2014-02-05",39,88,1,18
"2014-02-06",35,92,1,17
"2014-02-07",41,107,1,21
"2014-02-08",27,99,0,18
"2014-02-09",30,135,2,29
"2014-02-10",37,108,0,17
"2014-02-11",26,111,0,22
"2014-02-12",22,79,1,24
"2014-02-13",31,99,1,24
"2014-02-14",37,102,1,22
"2014-02-15",29,138,1,18
"2014-02-16",28,118,0,16
"2014-02-17",36,99,0,15
"2014-02-18",38,110,0,15
"2014-02-19",49,133,0,13
"2014-02-20",48,112,1,13
"2014-02-21",40,127,2,15
"2014-02-22",37,144,2,23
"2014-02-23",23,136,0,16
"2014-02-24",50,96,0,20
"2014-02-25",38,124,0,19
"2014-02-26",38,101,0,23
"2014-02-27",58,106,1,15
"2014-02-28",37,123,3,25
"2014-03-01",47,124,2,18
"2014-03-02",34,129,2,9
"2014-03-03",40,107,0,21
"2014-03-04",50,106,1,18
"2014-03-05",35,104,0,15
"2014-03-06",41,107,0,17
"2014-03-07",41,127,1,23
"2014-03-08",42,119,0,19
"2014-03-09",43,131,1,21
"2014-03-10",58,124,1,24
"2014-03-11",62,131,1,16
"2014-03-12",44,90,0,13
"2014-03-13",41,119,0,23
"2014-03-14",50,145,1,19
"2014-03-15",43,184,2,25
"2014-03-16",38,160,0,17
"2014-03-17",45,112,0,15
"2014-03-18",47,142,2,34
"2014-03-19",42,118,1,21
"2014-03-20",54,134,1,20
"2014-03-21",65,147,3,27
"2014-03-22",34,151,0,27
"2014-03-23",40,143,0,12
"2014-03-24",54,119,1,20
"2014-03-25",30,102,0,22
"2014-03-26",53,120,0,17
"2014-03-27",41,109,0,15
"2014-03-28",39,131,1,35
"2014-03-29",43,153,0,23
"2014-03-30",41,157,0,16
"2014-03-31",51,131,2,22
"2014-04-01",53,125,1,15
"2014-04-02",38,136,0,27
"2014-04-03",41,108,1,17
"2014-04-04",45,136,0,22
"2014-04-05",40,156,2,26
"2014-04-06",48,165,1,16
"2014-04-07",43,132,1,22
"2014-04-08",44,131,0,22
"2014-04-09",53,141,1,16
"2014-04-10",57,126,0,29
"2014-04-11",48,150,3,19
"2014-04-12",47,208,0,32
"2014-04-13",42,166,2,29
"2014-04-14",38,120,1,25
"2014-04-15",44,99,1,31
"2014-04-16",40,126,0,25
"2014-04-17",48,115,0,27
"2014-04-18",36,138,0,35
"2014-04-19",44,137,6,35
"2014-04-20",40,166,3,22
"2014-04-21",52,131,0,20
"2014-04-22",42,141,0,29
"2014-04-23",47,124,1,22
"2014-04-24",56,129,2,19
"2014-04-25",59,159,0,25
"2014-04-26",44,174,4,33
"2014-04-27",43,153,2,21
"2014-04-28",46,128,3,25
"2014-04-29",71,124,1,15
"2014-04-30",58,143,1,25
"2014-05-01",58,142,1,25
"2014-05-02",68,154,0,39
"2014-05-03",48,159,1,29
"2014-05-04",53,140,3,25
"2014-05-05",47,146,1,26
"2014-05-06",55,146,2,30
"2014-05-07",50,144,0,25
"2014-05-08",56,150,0,28
"2014-05-09",49,176,2,9
"2014-05-10",47,190,2,29
"2014-05-11",48,213,1,22
"2014-05-12",67,182,0,22
"2014-05-13",49,141,0,34
"2014-05-14",59,118,1,29
"2014-05-15",57,121,0,27
"2014-05-16",41,126,1,31
"2014-05-17",53,156,2,33
"2014-05-18",63,205,2,35
"2014-05-19",56,135,2,22
"2014-05-20",61,150,1,17
"2014-05-21",66,169,1,20
"2014-05-22",54,142,3,26
"2014-05-23",49,141,1,19
"2014-05-24",47,160,2,29
"2014-05-25",59,201,1,33
"2014-05-26",45,193,3,25
"2014-05-27",45,134,1,26
"2014-05-28",77,129,0,29
"2014-05-29",41,142,4,38
"2014-05-30",52,123,1,32
"2014-05-31",49,176,2,21
"2014-06-01",63,225,4,15
"2014-06-02",61,151,1,22
"2014-06-03",55,145,1,27
"2014-06-04",64,136,1,27
"2014-06-05",51,132,1,28
"2014-06-06",57,155,2,20
"2014-06-07",69,190,2,28
"2014-06-08",50,170,0,24
"2014-06-09",56,161,3,25
"2014-06-10",56,103,1,26
"2014-06-11",49,150,0,21
"2014-06-12",74,137,1,34
"2014-06-13",49,158,0,30
"2014-06-14",41,185,1,25
"2014-06-15",59,215,2,32
"2014-06-16",59,166,0,24
"2014-06-17",66,177,2,29
"2014-06-18",38,138,0,23
"2014-06-19",44,140,1,43
"2014-06-20",59,155,0,21
"2014-06-21",52,186,2,31
"2014-06-22",67,183,4,32
"2014-06-23",55,129,1,26
"2014-06-24",53,139,0,31
"2014-06-25",58,124,1,32
"2014-06-26",56,127,2,26
"2014-06-27",43,167,2,44
"2014-06-28",42,187,1,34
"2014-06-29",57,242,0,40
"2014-06-30",57,148,1,39
"2014-07-01",55,157,0,43
"2014-07-02",45,127,3,16
"2014-07-03",50,139,1,27
"2014-07-04",55,188,1,27
"2014-07-05",58,206,2,32
"2014-07-06",57,209,5,31
"2014-07-07",48,166,6,45
"2014-07-08",58,150,2,36
"2014-07-09",47,158,0,25
"2014-07-10",53,138,0,36
"2014-07-11",61,152,1,38
"2014-07-12",63,171,2,32
"2014-07-13",64,195,1,24
"2014-07-14",47,137,2,32
"2014-07-15",57,116,0,22
"2014-07-16",54,116,0,37
"2014-07-17",42,145,0,14
"2014-07-18",51,149,0,22
"2014-07-19",52,190,4,33
"2014-07-20",45,208,1,30
"2014-07-21",43,156,1,26
"2014-07-22",48,150,1,35
"2014-07-23",43,143,1,33
"2014-07-24",61,138,1,31
"2014-07-25",55,131,1,32
"2014-07-26",54,174,0,24
"2014-07-27",42,188,0,23
"2014-07-28",54,122,0,39
"2014-07-29",59,109,1,26
"2014-07-30",54,122,0,23
"2014-07-31",56,123,1,33
"2014-08-01",63,156,1,38
"2014-08-02",54,157,2,42
"2014-08-03",57,204,4,26
"2014-08-04",56,121,3,31
"2014-08-05",53,126,1,26
"2014-08-06",74,142,1,32
"2014-08-07",63,137,0,34
"2014-08-08",51,120,0,16
"2014-08-09",59,213,0,28
"2014-08-10",53,202,1,24
"2014-08-11",60,136,1,30
"2014-08-12",45,113,1,30
"2014-08-13",57,132,1,28
"2014-08-14",40,137,1,29
"2014-08-15",42,139,3,23
"2014-08-16",45,178,1,23
"2014-08-17",46,207,4,26
"2014-08-18",57,135,0,26
"2014-08-19",30,136,4,31
"2014-08-20",65,134,1,37
"2014-08-21",44,124,1,29
"2014-08-22",53,131,1,23
"2014-08-23",50,188,0,26
"2014-08-24",47,195,5,26
"2014-08-25",44,140,2,30
"2014-08-26",59,148,1,24
"2014-08-27",51,145,3,23
"2014-08-28",39,114,0,34
"2014-08-29",53,151,1,28
"2014-08-30",52,183,2,26
"2014-08-31",54,203,2,34
"2014-09-01",45,197,0,33
"2014-09-02",41,134,2,30
"2014-09-03",57,134,0,24
"2014-09-04",49,105,3,32
"2014-09-05",52,138,2,28
"2014-09-06",48,163,4,26
"2014-09-07",63,184,1,40
"2014-09-08",40,111,3,15
"2014-09-09",44,110,0,23
"2014-09-10",44,129,2,37
"2014-09-11",48,110,1,14
"2014-09-12",48,100,0,27
"2014-09-13",34,153,1,24
"2014-09-14",49,184,2,28
"2014-09-15",64,114,1,26
"2014-09-16",55,119,0,15
"2014-09-17",53,146,2,27
"2014-09-18",54,141,2,40
"2014-09-19",53,149,1,29
"2014-09-20",63,174,4,35
"2014-09-21",57,141,0,26
"2014-09-22",54,114,2,28
"2014-09-23",50,133,1,39
"2014-09-24",67,134,0,29
"2014-09-25",64,115,0,30
"2014-09-26",58,150,2,34
"2014-09-27",62,188,2,33
"2014-09-28",57,207,5,34
"2014-09-29",58,136,1,32
"2014-09-30",42,123,2,34
"2014-10-01",55,147,0,32
"2014-10-02",69,121,1,32
"2014-10-03",44,123,1,36
"2014-10-04",46,117,1,33
"2014-10-05",40,154,0,24
"2014-10-06",39,124,2,23
"2014-10-07",54,123,0,37
"2014-10-08",50,117,2,22
"2014-10-09",46,121,1,27
"2014-10-10",46,113,0,21
"2014-10-11",52,151,2,38
"2014-10-12",32,149,1,23
"2014-10-13",36,116,1,38
"2014-10-14",39,114,1,28
"2014-10-15",52,137,0,31
"2014-10-16",52,121,2,24
"2014-10-17",56,123,2,41
"2014-10-18",54,131,2,51
"2014-10-19",42,168,1,15
"2014-10-20",47,117,0,31
"2014-10-21",47,139,1,35
"2014-10-22",49,103,1,33
"2014-10-23",54,118,2,31
"2014-10-24",55,158,2,32
"2014-10-25",53,158,1,30
"2014-10-26",40,161,2,36
"2014-10-27",73,143,3,37
"2014-10-28",42,134,1,27
"2014-10-29",52,116,2,33
"2014-10-30",46,133,0,23
"2014-10-31",42,119,2,36
"2014-11-01",52,152,1,23
"2014-11-02",42,162,1,37
"2014-11-03",48,136,2,34
"2014-11-04",48,118,1,33
"2014-11-05",56,129,3,29
"2014-11-06",37,105,1,20
"2014-11-07",34,111,2,27
"2014-11-08",31,130,2,28
"2014-11-09",36,163,3,22
"2014-11-10",52,143,2,30
"2014-11-11",42,91,2,23
"2014-11-12",24,100,0,30
"2014-11-13",39,98,1,22
"2014-11-14",30,107,0,24
"2014-11-15",33,140,1,32
"2014-11-16",41,160,4,27
"2014-11-17",41,98,0,29
"2014-11-18",31,108,2,29
"2014-11-19",44,107,2,15
"2014-11-20",55,106,0,30
"2014-11-21",42,120,0,34
"2014-11-22",43,124,3,23
"2014-11-23",43,152,0,28
"2014-11-24",30,111,0,29
"2014-11-25",32,104,0,31
"2014-11-26",28,103,1,17
"2014-11-27",23,128,0,13
"2014-11-28",24,124,2,22
"2014-11-29",42,95,2,27
"2014-11-30",37,150,1,27
"2014-12-01",44,117,0,36
"2014-12-02",42,99,0,17
"2014-12-03",44,118,1,25
"2014-12-04",45,119,0,29
"2014-12-05",36,147,3,41
"2014-12-06",33,117,0,27
"2014-12-07",35,119,0,39
"2014-12-08",44,120,1,40
"2014-12-09",56,104,1,27
"2014-12-10",57,137,1,22
"2014-12-11",38,108,1,32
"2014-12-12",41,110,2,39
"2014-12-13",53,164,1,35
"2014-12-14",49,160,0,22
"2014-12-15",57,127,2,40
"2014-12-16",43,100,2,25
"2014-12-17",35,123,5,37
"2014-12-18",41,98,0,26
"2014-12-19",46,125,1,41
"2014-12-20",35,108,0,38
"2014-12-21",36,140,3,31
"2014-12-22",27,85,1,28
"2014-12-23",24,97,5,35
"2014-12-24",31,108,0,34
"2014-12-25",32,125,1,30
"2014-12-26",41,120,2,34
"2014-12-27",38,138,1,22
"2014-12-28",33,135,4,30
"2014-12-29",41,103,0,29
"2014-12-30",28,89,0,23
"2014-12-31",31,91,1,30
"2015-01-01",39,199,0,32
"2015-01-02",34,116,0,36
"2015-01-03",38,125,1,29
"2015-01-04",34,111,0,19
"2015-01-05",36,89,1,17
"2015-01-06",30,69,3,20
"2015-01-07",23,78,0,18
"2015-01-08",27,67,1,16
"2015-01-09",38,90,1,30
"2015-01-10",38,115,1,24
"2015-01-11",33,132,0,26
"2015-01-12",35,91,0,26
"2015-01-13",47,92,2,32
"2015-01-14",32,97,1,26
"2015-01-15",38,94,0,33
"2015-01-16",38,118,1,16
"2015-01-17",38,156,2,25
"2015-01-18",52,133,1,28
"2015-01-19",30,124,0,39
"2015-01-20",57,126,1,41
"2015-01-21",50,118,3,29
"2015-01-22",48,118,0,23
"2015-01-23",61,137,2,24
"2015-01-24",41,126,1,36
"2015-01-25",38,135,0,20
"2015-01-26",48,108,0,33
"2015-01-27",41,104,2,16
"2015-01-28",32,106,0,18
"2015-01-29",49,116,3,21
"2015-01-30",41,115,2,26
"2015-01-31",35,132,1,19
"2015-02-01",32,99,1,14
"2015-02-02",43,77,2,13
"2015-02-03",38,94,0,18
"2015-02-04",47,105,1,17
"2015-02-05",37,107,1,21
"2015-02-06",45,110,0,18
"2015-02-07",49,113,0,20
"2015-02-08",31,122,2,23
"2015-02-09",36,96,3,16
"2015-02-10",40,106,2,18
"2015-02-11",45,95,0,28
"2015-02-12",50,102,0,16
"2015-02-13",34,101,0,12
"2015-02-14",39,117,0,13
"2015-02-15",29,117,1,13
"2015-02-16",26,83,0,7
"2015-02-17",50,104,0,14
"2015-02-18",33,83,0,11
"2015-02-19",27,79,0,12
"2015-02-20",35,103,2,22
"2015-02-21",41,123,1,18
"2015-02-22",41,145,1,16
"2015-02-23",32,109,0,14
"2015-02-24",44,110,0,15
"2015-02-25",43,111,3,19
"2015-02-26",30,88,0,11
"2015-02-27",46,103,0,16
"2015-02-28",39,109,0,21
"2015-03-01",33,140,0,17
"2015-03-02",39,108,1,26
"2015-03-03",43,116,1,18
"2015-03-04",34,125,0,11
"2015-03-05",53,101,0,18
"2015-03-06",36,118,0,20
"2015-03-07",43,146,3,29
"2015-03-08",47,128,2,11
"2015-03-09",65,129,4,25
"2015-03-10",54,130,0,17
"2015-03-11",61,117,0,17
"2015-03-12",54,154,0,12
"2015-03-13",43,160,0,32
"2015-03-14",50,171,0,24
"2015-03-15",62,175,4,24
"2015-03-16",61,149,2,24
"2015-03-17",62,125,0,17
"2015-03-18",44,138,0,21
"2015-03-19",49,147,4,22
"2015-03-20",51,145,1,24
"2015-03-21",30,142,1,20
"2015-03-22",38,143,3,23
"2015-03-23",48,108,0,9
"2015-03-24",44,96,1,11
"2015-03-25",49,131,1,24
"2015-03-26",48,127,1,20
"2015-03-27",34,125,1,28
"2015-03-28",37,138,1,22
"2015-03-29",40,129,1,19
"2015-03-30",45,124,1,17
"2015-03-31",40,150,2,15
"2015-04-01",70,152,1,31
"2015-04-02",52,149,3,26
"2015-04-03",42,131,3,27
"2015-04-04",43,142,2,20
"2015-04-05",50,169,0,19
"2015-04-06",42,117,0,28
"2015-04-07",33,75,0,19
"2015-04-08",33,103,3,23
"2015-04-09",46,98,0,16
"2015-04-10",36,110,1,17
"2015-04-11",52,141,1,17
"2015-04-12",41,188,0,30
"2015-04-13",45,143,0,11
"2015-04-14",56,151,0,20
"2015-04-15",49,138,2,24
"2015-04-16",33,147,0,17
"2015-04-17",45,150,0,32
"2015-04-18",37,163,2,14
"2015-04-19",41,160,3,26
"2015-04-20",45,135,2,15
"2015-04-21",40,112,3,24
"2015-04-22",58,119,0,28
"2015-04-23",47,137,1,20
"2015-04-24",56,147,2,28
"2015-04-25",36,139,1,31
"2015-04-26",54,171,2,25
"2015-04-27",51,152,0,23
"2015-04-28",63,134,1,26
"2015-04-29",52,137,2,20
"2015-04-30",48,108,1,21
"2015-05-01",74,148,5,25
"2015-05-02",59,164,0,16
"2015-05-03",57,205,1,17
"2015-05-04",60,181,0,30
"2015-05-05",51,122,1,18
"2015-05-06",47,124,0,22
"2015-05-07",71,176,2,16
"2015-05-08",50,171,0,30
"2015-05-09",50,144,1,22
"2015-05-10",45,160,3,17
"2015-05-11",55,154,1,25
"2015-05-12",49,145,0,21
"2015-05-13",49,147,2,25
"2015-05-14",61,121,1,18
"2015-05-15",67,170,0,16
"2015-05-16",57,217,1,31
"2015-05-17",41,222,0,22
"2015-05-18",54,155,2,24
"2015-05-19",51,133,0,15
"2015-05-20",58,136,3,31
"2015-05-21",52,136,1,15
"2015-05-22",53,154,1,27
"2015-05-23",62,143,4,23
"2015-05-24",43,172,6,31
"2015-05-25",40,186,3,28
"2015-05-26",55,170,0,30
"2015-05-27",58,135,0,25
"2015-05-28",61,166,2,31
"2015-05-29",61,148,1,31
"2015-05-30",39,152,5,27
"2015-05-31",46,136,4,21
"2015-06-01",66,147,1,32
"2015-06-02",55,158,2,14
"2015-06-03",59,131,1,29
"2015-06-04",47,120,1,30
"2015-06-05",53,136,2,26
"2015-06-06",39,155,1,24
"2015-06-07",47,173,2,31
"2015-06-08",53,124,2,19
"2015-06-09",46,133,0,24
"2015-06-10",51,152,3,24
"2015-06-11",47,138,1,28
"2015-06-12",58,159,3,21
"2015-06-13",50,186,2,26
"2015-06-14",60,171,3,26
"2015-06-15",54,123,1,27
"2015-06-16",83,152,3,28
"2015-06-17",60,134,1,22
"2015-06-18",52,139,4,29
"2015-06-19",37,151,0,27
"2015-06-20",43,189,2,24
"2015-06-21",67,250,1,20
"2015-06-22",52,162,0,31
"2015-06-23",44,154,2,22
"2015-06-24",50,131,1,21
"2015-06-25",48,142,2,23
"2015-06-26",58,141,1,29
"2015-06-27",51,142,3,32
"2015-06-28",60,202,1,31
"2015-06-29",54,139,1,32
"2015-06-30",45,145,2,16
"2015-07-01",52,123,1,29
"2015-07-02",62,114,2,25
"2015-07-03",49,139,3,38
"2015-07-04",58,184,4,35
"2015-07-05",52,247,7,30
"2015-07-06",55,146,1,16
"2015-07-07",47,115,1,14
"2015-07-08",50,100,2,23
"2015-07-09",44,107,2,24
"2015-07-10",39,111,2,34
"2015-07-11",43,188,5,35
"2015-07-12",54,189,1,29
"2015-07-13",50,131,1,21
"2015-07-14",48,120,0,30
"2015-07-15",63,111,2,27
"2015-07-16",35,114,1,31
"2015-07-17",36,141,5,32
"2015-07-18",57,186,3,22
"2015-07-19",55,187,1,41
"2015-07-20",49,141,1,34
"2015-07-21",54,146,1,29
"2015-07-22",52,145,0,25
"2015-07-23",49,147,1,28
"2015-07-24",50,147,1,41
"2015-07-25",62,170,2,31
"2015-07-26",64,190,4,32
"2015-07-27",53,157,0,30
"2015-07-28",58,143,1,32
"2015-07-29",55,142,0,38
"2015-07-30",48,146,1,25
"2015-07-31",50,147,1,35
"2015-08-01",54,181,0,28
"2015-08-02",48,198,3,36
"2015-08-03",59,124,1,22
"2015-08-04",53,148,1,38
"2015-08-05",53,129,2,26
"2015-08-06",46,141,3,26
"2015-08-07",50,163,2,35
"2015-08-08",52,187,0,28
"2015-08-09",37,183,1,25
"2015-08-10",64,149,1,24
"2015-08-11",56,140,2,33
"2015-08-12",54,139,1,24
"2015-08-13",65,158,2,27
"2015-08-14",61,129,1,34
"2015-08-15",42,185,3,37
"2015-08-16",70,212,2,30
"2015-08-17",50,136,3,22
"2015-08-18",43,136,0,28
"2015-08-19",53,136,2,25
"2015-08-20",46,118,2,37
"2015-08-21",61,128,2,31
"2015-08-22",63,178,2,45
"2015-08-23",41,197,3,30
"2015-08-24",43,124,1,30
"2015-08-25",56,114,3,28
"2015-08-26",45,103,3,36
"2015-08-27",29,122,0,30
"2015-08-28",43,126,1,29
"2015-08-29",60,158,3,25
"2015-08-30",57,151,2,34
"2015-08-31",43,133,3,27
"2015-09-01",56,148,1,30
"2015-09-02",54,118,10,29
"2015-09-03",59,153,2,44
"2015-09-04",50,128,2,34
"2015-09-05",44,169,3,36
"2015-09-06",61,191,2,31
"2015-09-07",55,173,2,34
"2015-09-08",51,110,1,25
"2015-09-09",46,116,1,27
"2015-09-10",40,112,1,24
"2015-09-11",46,103,0,23
"2015-09-12",41,157,0,23
"2015-09-13",31,187,1,33
"2015-09-14",59,140,5,36
"2015-09-15",54,122,1,42
"2015-09-16",48,144,2,34
"2015-09-17",53,133,0,19
"2015-09-18",47,127,1,26
"2015-09-19",53,162,3,30
"2015-09-20",43,205,6,31
"2015-09-21",65,138,1,30
"2015-09-22",60,132,1,39
"2015-09-23",53,149,1,28
"2015-09-24",52,128,2,26
"2015-09-25",59,145,2,28
"2015-09-26",57,169,2,36
"2015-09-27",59,172,3,37
"2015-09-28",55,134,3,41
"2015-09-29",48,101,4,31
"2015-09-30",31,103,2,24
"2015-10-01",49,108,2,42
"2015-10-02",45,127,0,36
"2015-10-03",40,109,0,42
"2015-10-04",44,128,1,32
"2015-10-05",54,117,0,34
"2015-10-06",59,110,2,31
"2015-10-07",55,132,1,32
"2015-10-08",46,148,1,28
"2015-10-09",35,133,1,31
"2015-10-10",48,122,2,28
"2015-10-11",59,176,1,27
"2015-10-12",47,142,1,26
"2015-10-13",47,144,1,22
"2015-10-14",47,120,2,29
"2015-10-15",52,110,0,30
"2015-10-16",53,107,2,25
"2015-10-17",39,141,0,23
"2015-10-18",35,161,2,22
"2015-10-19",49,132,2,44
"2015-10-20",46,117,0,35
"2015-10-21",43,143,0,31
"2015-10-22",50,128,0,24
"2015-10-23",44,131,3,36
"2015-10-24",51,161,3,32
"2015-10-25",49,151,1,29
"2015-10-26",55,131,2,39
"2015-10-27",47,108,0,31
"2015-10-28",38,106,0,19
"2015-10-29",36,116,0,30
"2015-10-30",38,114,1,31
"2015-10-31",26,166,1,35
"2015-11-01",59,184,1,32
"2015-11-02",51,153,2,23
"2015-11-03",53,138,3,34
"2015-11-04",53,129,0,26
"2015-11-05",46,136,1,32
"2015-11-06",46,117,0,32
"2015-11-07",35,133,4,20
"2015-11-08",40,143,0,20
"2015-11-09",38,115,1,27
"2015-11-10",40,125,1,27
"2015-11-11",35,99,2,31
"2015-11-12",41,75,2,24
"2015-11-13",38,108,0,26
"2015-11-14",36,126,1,28
"2015-11-15",44,133,0,23
"2015-11-16",36,126,0,37
"2015-11-17",39,108,0,27
"2015-11-18",47,112,2,23
"2015-11-19",45,91,0,34
"2015-11-20",51,103,1,33
"2015-11-21",46,96,2,15
"2015-11-22",29,108,3,12
"2015-11-23",38,120,1,34
"2015-11-24",35,101,0,26
"2015-11-25",38,97,1,25
"2015-11-26",39,144,3,34
"2015-11-27",44,88,2,31
"2015-11-28",37,131,2,23
"2015-11-29",43,108,4,28
"2015-11-30",30,106,0,32
"2015-12-01",42,113,2,26
"2015-12-02",37,114,0,45
"2015-12-03",48,114,1,31
"2015-12-04",38,116,2,34
"2015-12-05",38,154,1,29
"2015-12-06",29,135,1,37
"2015-12-07",32,117,0,33
"2015-12-08",37,119,0,24
"2015-12-09",40,111,1,34
"2015-12-10",38,122,1,26
"2015-12-11",47,116,1,32
"2015-12-12",45,159,1,31
"2015-12-13",37,146,1,27
"2015-12-14",48,121,0,38
"2015-12-15",52,108,1,30
"2015-12-16",45,105,1,33
"2015-12-17",39,100,4,38
"2015-12-18",42,110,0,27
"2015-12-19",30,128,0,29
"2015-12-20",33,142,2,36
"2015-12-21",40,109,2,26
"2015-12-22",56,89,0,40
"2015-12-23",51,90,2,44
"2015-12-24",42,141,2,57
"2015-12-25",32,139,1,31
"2015-12-26",38,138,2,29
"2015-12-27",44,120,3,33
"2015-12-28",29,89,1,27
"2015-12-29",34,99,1,37
"2015-12-30",41,125,0,33
"2015-12-31",43,97,0,42
"2016-01-01",43,229,3,24
"2016-01-02",32,101,0,22
"2016-01-03",39,124,1,43
"2016-01-04",35,108,1,33
"2016-01-05",41,112,5,32
"2016-01-06",48,95,1,32
"2016-01-07",47,111,2,38
"2016-01-08",46,118,2,47
"2016-01-09",48,125,2,39
"2016-01-10",31,127,0,38
"2016-01-11",35,92,1,41
"2016-01-12",34,82,0,21
"2016-01-13",32,101,3,33
"2016-01-14",49,133,1,28
"2016-01-15",41,148,1,37
"2016-01-16",37,127,3,28
"2016-01-17",29,138,1,27
"2016-01-18",32,79,0,26
"2016-01-19",32,97,1,28
"2016-01-20",41,106,1,29
"2016-01-21",49,88,3,39
"2016-01-22",40,107,0,34
"2016-01-23",32,143,2,35
"2016-01-24",31,140,3,40
"2016-01-25",43,146,5,43
"2016-01-26",53,90,4,32
"2016-01-27",41,118,1,39
"2016-01-28",46,105,1,33
"2016-01-29",38,117,2,43
"2016-01-30",41,162,3,20
"2016-01-31",40,159,1,37
"2016-02-01",47,123,2,42
"2016-02-02",33,104,2,20
"2016-02-03",49,109,2,31
"2016-02-04",54,117,9,23
"2016-02-05",36,117,0,26
"2016-02-06",49,127,1,27
"2016-02-07",28,140,1,22
"2016-02-08",42,92,1,21
"2016-02-09",37,103,0,17
"2016-02-10",50,88,3,17
"2016-02-11",30,106,1,26
"2016-02-12",41,91,0,21
"2016-02-13",38,110,3,25
"2016-02-14",32,125,4,26
