"","Date","001","002","003","004","005","006","007","008","009","010","011","012","014","015","016","017","018","019","020","022","024","025","031","021"
"128",2001-05-08,39,115,71,88,53,75,51,77,68,75,88,73,65,58,42,41,69,58,29,46,44,87,0,0
"129",2001-05-09,50,117,84,93,59,84,82,77,65,68,95,96,52,41,62,37,57,67,29,41,39,74,0,0
"130",2001-05-10,38,96,74,77,53,75,81,83,66,55,66,67,54,62,43,40,71,56,24,37,45,73,0,0
"131",2001-05-11,44,111,66,57,60,62,82,98,63,52,57,79,65,59,52,32,59,69,30,46,38,77,0,0
"132",2001-05-12,32,83,59,59,55,84,57,73,59,48,76,69,68,48,52,33,57,60,21,43,42,67,0,0
"133",2001-05-13,25,70,58,64,51,61,71,82,57,57,57,67,73,50,37,44,58,52,24,33,43,75,0,0
"134",2001-05-14,42,86,65,82,66,74,69,76,69,64,76,70,58,39,42,39,61,64,28,27,41,62,0,0
"135",2001-05-15,49,125,70,84,67,80,72,73,72,43,75,66,58,87,56,45,60,65,33,37,35,68,0,0
"136",2001-05-16,40,100,93,75,62,73,67,87,89,50,76,74,66,50,42,51,62,58,19,28,48,71,0,0
"137",2001-05-17,37,85,69,98,49,82,82,91,62,66,90,70,61,52,45,46,78,68,33,44,35,64,0,0
"138",2001-05-18,44,106,64,72,63,65,85,91,60,55,86,90,68,82,52,45,56,75,31,32,44,73,0,0
"139",2001-05-19,34,85,72,66,62,88,74,82,64,51,77,55,79,44,53,37,62,72,16,48,38,76,0,0
"140",2001-05-20,19,81,68,77,45,65,77,74,66,53,63,54,60,60,51,38,59,58,28,42,59,85,0,0
"141",2001-05-21,43,84,72,87,57,87,80,104,52,61,88,80,59,56,39,44,56,64,19,65,49,91,0,0
"142",2001-05-22,40,90,54,79,58,84,67,77,55,48,73,74,62,58,36,35,64,54,23,35,34,77,0,0
"143",2001-05-23,41,95,63,80,55,64,62,66,63,50,59,62,57,42,51,49,45,52,24,45,43,65,0,0
"144",2001-05-24,60,110,57,64,58,66,69,79,80,46,80,56,58,65,46,34,53,56,33,38,35,69,0,0
"145",2001-05-25,37,100,79,72,48,64,62,89,69,59,80,73,60,51,42,38,74,67,32,49,37,68,0,0
"146",2001-05-26,28,84,47,50,51,48,78,70,60,50,67,63,64,44,47,28,62,53,22,39,40,66,0,0
"147",2001-05-27,18,73,53,56,48,54,63,70,47,54,75,64,66,51,45,37,54,58,27,50,33,56,0,0
"148",2001-05-28,22,97,75,66,48,69,78,81,75,62,76,74,67,64,28,38,52,67,30,46,36,74,0,0
"149",2001-05-29,44,128,79,81,66,83,76,78,66,63,74,51,60,74,44,29,66,64,24,44,33,81,0,0
"150",2001-05-30,43,94,62,66,59,62,69,85,58,56,83,78,40,63,48,35,57,75,34,42,45,89,0,0
"151",2001-05-31,48,90,64,64,52,70,72,75,68,52,67,69,57,50,54,43,47,81,14,48,33,79,0,0
"152",2001-06-01,45,115,76,89,62,79,86,112,91,55,95,99,66,73,52,57,60,102,40,62,54,94,0,0
"153",2001-06-02,30,88,75,80,53,67,99,73,62,61,91,88,56,53,48,38,64,62,19,49,53,89,0,0
"154",2001-06-03,25,100,56,72,49,61,69,70,57,51,72,58,73,40,34,32,53,50,21,32,37,72,0,0
"155",2001-06-04,38,93,64,72,69,71,82,91,76,53,74,66,52,42,49,43,55,83,40,41,31,86,0,0
"156",2001-06-05,48,95,63,65,53,74,74,80,64,56,70,66,51,40,48,34,36,78,16,49,38,83,0,0
"157",2001-06-06,41,115,67,67,54,76,70,105,72,46,63,76,51,50,53,40,52,62,27,44,31,82,0,0
"158",2001-06-07,41,89,69,71,45,88,65,91,69,52,85,51,60,44,49,41,67,62,27,49,34,77,0,0
"159",2001-06-08,48,105,68,79,50,61,76,84,70,59,78,67,60,67,49,49,57,66,26,33,39,79,0,0
"160",2001-06-09,42,115,73,72,62,74,80,79,72,60,74,60,69,56,50,46,81,54,22,39,35,71,0,0
"161",2001-06-10,31,108,75,62,66,67,80,97,73,67,76,75,51,59,54,61,69,71,23,40,36,72,0,0
"162",2001-06-11,48,113,57,78,63,72,71,88,61,54,130,69,67,61,59,48,66,67,27,44,51,82,0,0
"163",2001-06-12,49,125,68,67,56,55,84,80,67,52,85,62,69,61,49,28,54,62,27,40,51,89,0,0
"164",2001-06-13,34,116,87,80,63,74,64,74,52,61,77,68,85,51,52,35,78,73,27,53,33,92,0,0
"165",2001-06-14,31,112,69,74,60,79,86,84,84,54,77,64,55,57,55,34,62,67,32,43,44,69,0,0
"166",2001-06-15,65,120,69,78,50,69,81,80,61,50,71,76,70,55,33,45,69,75,25,40,44,95,0,0
"167",2001-06-16,24,106,76,66,58,74,72,91,68,53,68,70,92,49,39,33,86,78,29,38,29,77,0,0
"168",2001-06-17,22,107,69,95,68,77,84,81,73,67,75,73,79,57,48,38,79,57,24,41,28,93,0,0
"169",2001-06-18,37,120,74,75,63,67,79,105,73,70,80,70,59,69,61,43,66,65,32,44,40,102,0,0
"170",2001-06-19,52,102,87,76,66,73,89,116,58,70,124,79,68,59,48,49,63,58,30,59,48,61,0,0
"171",2001-06-20,36,106,76,73,62,72,94,96,81,62,68,70,66,48,48,29,62,69,26,40,45,76,0,0
"172",2001-06-21,36,82,80,74,45,93,78,88,50,50,72,61,71,57,40,45,49,57,29,41,43,80,0,0
"173",2001-06-22,52,121,86,65,48,62,85,91,62,33,71,69,76,60,36,51,62,63,34,42,36,69,0,0
"174",2001-06-23,43,85,75,66,56,81,83,81,49,64,67,65,77,58,38,35,73,69,24,35,29,73,0,0
"175",2001-06-24,22,93,70,66,48,79,67,68,69,50,65,73,59,58,46,44,75,72,17,41,28,76,0,0
"176",2001-06-25,44,99,79,81,48,78,77,76,56,53,63,78,62,60,51,31,64,89,26,57,39,71,0,0
"177",2001-06-26,36,103,79,61,62,69,84,71,79,42,90,58,59,59,53,43,57,67,23,44,45,79,0,0
"178",2001-06-27,34,119,79,83,59,87,84,91,63,55,65,70,48,52,40,46,62,62,34,30,39,62,0,0
"179",2001-06-28,43,94,74,66,65,82,78,92,63,61,52,76,66,49,51,38,58,78,34,43,43,74,0,0
"180",2001-06-29,66,93,88,88,57,66,77,75,64,54,81,68,65,54,37,49,85,85,31,58,36,73,0,0
"181",2001-06-30,36,84,81,77,60,73,89,91,74,72,69,81,76,58,49,42,70,75,18,38,27,64,0,0
"182",2001-07-01,41,111,85,84,67,87,90,112,84,71,87,77,69,65,50,50,72,70,34,48,42,106,0,0
"183",2001-07-02,54,95,76,75,51,63,85,85,71,57,58,66,50,59,39,43,61,64,36,48,51,85,0,0
"184",2001-07-03,61,95,71,66,45,56,82,86,66,52,60,58,54,51,44,37,63,61,32,50,46,80,0,0
"185",2001-07-04,35,93,63,72,52,66,78,89,85,70,68,64,73,56,48,50,74,77,24,45,48,90,0,0
"186",2001-07-05,59,85,69,80,72,75,81,97,57,51,68,67,61,56,47,33,57,54,27,45,55,79,0,0
"187",2001-07-06,57,105,73,76,66,72,87,86,86,62,80,72,60,42,46,42,73,75,27,42,45,81,0,0
"188",2001-07-07,50,104,71,65,52,75,81,84,71,50,84,66,95,43,41,43,78,57,33,38,57,109,0,0
"189",2001-07-08,30,95,77,61,53,62,80,105,69,71,65,71,78,62,37,43,54,68,29,43,38,94,0,0
"190",2001-07-09,49,115,84,64,75,79,89,85,69,46,75,62,64,52,48,42,77,61,26,52,44,73,0,0
"191",2001-07-10,44,106,65,86,61,80,89,107,73,47,87,70,83,53,51,57,77,65,24,56,43,68,0,0
"192",2001-07-11,31,100,82,75,65,78,70,98,64,45,73,75,70,70,47,32,64,72,31,40,41,74,0,0
"193",2001-07-12,48,102,74,76,53,72,76,102,71,37,72,55,76,68,49,36,71,70,37,39,50,85,0,0
"194",2001-07-13,52,98,78,92,57,72,92,86,88,43,87,67,75,50,55,30,106,80,34,42,42,85,0,0
"195",2001-07-14,26,113,85,76,67,68,68,94,68,62,81,66,72,53,52,39,72,69,28,38,47,98,0,0
"196",2001-07-15,18,108,76,65,61,59,69,76,68,58,69,84,59,72,47,42,76,77,24,36,47,100,0,0
"197",2001-07-16,52,124,67,75,63,91,63,94,66,54,96,60,70,57,73,55,69,82,28,41,46,85,0,0
"198",2001-07-17,37,114,85,82,61,76,98,83,68,57,71,58,53,70,42,56,58,65,25,45,38,83,0,0
"199",2001-07-18,46,122,80,79,43,63,94,85,81,50,63,83,49,63,47,50,52,70,25,37,45,79,0,0
"200",2001-07-19,60,107,96,71,53,86,68,89,68,56,72,63,80,55,44,42,63,58,30,36,44,62,0,0
"201",2001-07-20,46,120,78,105,71,72,85,103,74,58,60,92,67,53,52,57,79,79,32,46,55,71,0,0
"202",2001-07-21,29,112,72,77,58,80,78,66,82,59,81,77,95,51,55,41,74,85,35,42,59,94,0,0
"203",2001-07-22,25,104,66,67,68,71,68,109,76,65,86,60,76,41,49,36,79,81,21,44,52,85,0,0
"204",2001-07-23,75,133,80,65,63,72,81,91,61,52,71,70,57,47,49,47,65,62,43,44,53,87,0,0
"205",2001-07-24,47,99,68,65,45,98,70,104,60,53,81,66,56,64,42,39,56,85,35,48,43,94,0,0
"206",2001-07-25,40,126,85,69,72,73,91,76,73,45,80,76,66,62,45,46,68,86,22,40,44,79,0,0
"207",2001-07-26,42,99,80,77,74,72,73,87,83,58,64,80,64,55,50,47,53,70,26,55,47,78,0,0
"208",2001-07-27,55,107,85,71,60,78,74,90,63,40,64,73,73,73,43,40,92,74,25,49,41,95,0,0
"209",2001-07-28,38,92,70,64,57,72,71,87,72,63,82,94,79,52,57,47,79,93,27,41,41,80,0,0
"210",2001-07-29,31,128,52,81,55,73,78,90,65,52,66,63,81,56,53,45,56,82,32,38,50,96,0,0
"211",2001-07-30,39,101,76,79,63,77,92,100,70,63,62,58,68,62,57,55,57,56,29,37,59,104,0,0
"212",2001-07-31,46,114,82,82,70,76,99,83,59,58,69,66,62,44,61,39,67,54,29,40,40,76,0,0
"213",2001-08-01,51,110,88,93,87,70,96,97,66,49,89,77,69,59,58,52,61,66,37,59,61,91,0,0
"214",2001-08-02,41,84,68,66,62,73,74,97,57,48,62,63,44,53,44,41,82,52,28,34,53,84,0,0
"215",2001-08-03,47,85,81,84,66,83,76,96,51,40,83,85,57,54,56,50,81,62,28,30,35,87,0,0
"216",2001-08-04,33,98,89,83,50,55,88,109,69,93,88,81,89,47,41,40,77,81,31,32,47,95,0,0
"217",2001-08-05,24,100,73,79,70,63,98,92,74,63,96,85,73,59,48,36,88,56,23,45,47,80,0,0
"218",2001-08-06,54,104,91,79,75,67,83,99,81,56,71,87,71,53,57,50,68,70,26,38,38,85,0,0
"219",2001-08-07,48,105,72,87,61,64,87,86,65,55,98,72,69,62,49,50,54,55,27,41,48,86,0,0
"220",2001-08-08,39,101,74,67,54,68,87,82,67,63,87,71,73,55,56,54,61,58,32,56,44,84,0,0
"221",2001-08-09,39,104,75,53,47,78,89,81,69,49,80,61,51,59,39,38,74,67,33,39,38,80,0,0
"222",2001-08-10,59,120,80,85,83,83,85,88,54,61,95,81,87,52,50,47,79,70,29,40,51,84,0,0
"223",2001-08-11,41,98,63,67,52,47,86,94,64,62,75,69,74,53,55,40,86,65,32,38,47,82,0,0
"224",2001-08-12,29,93,59,85,50,75,72,84,81,48,95,68,67,57,49,52,71,82,25,34,46,84,0,0
